Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_Logout,Firefox 120.0,,,2023-12-13 15:45:23,2023-12-13 15:45:53,29.830s,FAILED
,,,,,,,
Test Cases/Login_Logout_Registrasi/Login_Page,Firefox 120.0,,,2023-12-13 15:45:23,2023-12-13 15:45:52,29.061s,FAILED
"openBrowser(""https://uat.momobil.id/"")",Firefox 120.0,,,2023-12-13 15:45:24,2023-12-13 15:45:51,27.840s,PASSED
maximizeWindow(),Firefox 120.0,,,2023-12-13 15:45:51,2023-12-13 15:45:52,0.821s,FAILED
,,,,,,,
Test Cases/Login_Logout_Registrasi/Logout_Page,Firefox 120.0,,,2023-12-13 15:45:52,2023-12-13 15:45:53,0.398s,FAILED
"click(findTestObject(""Home_Page/Button_User""))",Firefox 120.0,,,2023-12-13 15:45:52,2023-12-13 15:45:53,0.126s,FAILED
